"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year"
"154","4231","Reservoir at Upper Six Mile Creek","at Van Etten Damn Waterfalls",NA,"Ithaca","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1996
"155","4437","Beach at end of Two Mile Hollow Rd.","go left, East Hampton ",NA,"N.Y.C. - Long Island/Suffolk County","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1996
"156","4438","Fowle Beach ","go right, Southampton  ",NA,"N.Y.C. - Long Island/Suffolk County","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1996
"157","4443","Club Alternate ","inquire locally ","492 19th St. (Ferry)","Niagara Falls","NY","(M),(D)","Bars",NA,1996
"158","4482","Congress Park ","summers after dusk ",NA,"Saratoga Springs","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1996
"159","2196","'Vaseline Alley'","37th Rd. by foot or car",NA,"Queens","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1981
"160","3439","'Vaseline Alley'","(37th Rd. by foot or car) (AYOR)",NA,"Queens","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1982
"161","3738","'Vaseline Alley'","by foot or car","37th Rd.","Queens","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1983
"162","3778","'Vaseline Alley'","37th Rd. by foot or car",NA,"Queens","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1984
"163","4011","'Vaseline Alley'","(37th Rd. by foot or car)",NA,"Queens","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1985
"164","1965","Anvil","(Disco)('Back room') at 11th Ave.","500 W. 14th","Greenwich Village","NY","(D),(P),(RT),(AYOR)","Bars/Clubs","Google Verified Location",1981
"165","3217","Anvil","(Disco) (AYOR) ('Back Room') (Also called J's)","500 W. 14th at 11th Ave.","Greenwich Village","NY","(P),(D),(RT),(AYOR)","Bars/Clubs","Verified Location",1982
"166","3495","Anvil","(Disco)('Back room') at 11th Ave.","500 W. 14th","Greenwich Village & Chelsea","NY","(D),(RT),(AYOR),(P)","Bars/Clubs","Google Verified Location",1983
"167","3563","Anvil","(Disco)","500 W. 14th at 11th Ave.","Greenwich Village","NY","(P),(D),(RT),(AYOR),(F&S)","Bars/Clubs","Verified Location",1984
"168","3819","Anvil","(Disco) (at 11th Ave.)","500 W. 14th","Greenwich Village","NY","(P),(D),(RT),(AYOR),(F&S)","Bars/Clubs","Verified Location",1985
"169","3154","Capri Art Theatre","(AYOR - 'Fuzz')","3165 Bailey","Buffalo","NY","(M),(AYOR)","Theatre,Cruising Areas","Google Verified Location",1982
"170","3427","Capri Art Theatre","(AYOR - 'Fuzz')","3165 Bailey Ave.","Buffalo","NY","(M),(AYOR)","Theatre,Cruising Areas","Google Verified Location",1983
"171","2160","Central Park","Bethesda Fountain",NA,"Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1981
"172","3408","Central Park","(Bethesda Fountain) (AYOR)",NA,"Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"173","3704","Central Park","(West side betw . 72nd & 96th Sts.) (Bethesda Fountain)",NA,"Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"174","3975","Central Park","(Bethesda Fountain)",NA,"Uptown- N.Y.C.","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"175","2256","Columbus Circle","'Fuzz' posing as hustlers",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1981
"176","3496","Columbus Circle","(AYOR) ('Fuzz' posing as hustlers)",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"177","3513","Delaware Park","(Days)",NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"178","3471","Durand-Eastman Park","(AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"179","3776","Durand-Eastman Park","(Note: All should be visited strictly AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"180","3810","Durand-Eastman Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"181","3777","Genesee Valley Park","(Note: All should be visited strictly AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"182","3811","Genesee Valley Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"183","3472","Genessee Valley Park","(AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"184","2247","Jefferson-Clinton Hotel Bar","(Downstairs T-Room is AYOR)","Jefferson & Clinton","Syracuse","NY","(M),(OC),(AYOR)","Bars/Clubs,Hotel","Verified Location",1981
"185","3488","Jefferson-Clinton Hotel Bar","(Downstairs T-Room is AYOR)","Jefferson & Clinton","Syracuse","NY","(M),(OC),(AYOR)","Bars/Clubs,Hotel","Verified Location",1982
"186","3515","La Salla Park",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"187","3168","La Salle Park","(AYOR)",NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"188","3445","La Salle Park",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"189","3760","La Salle Park",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"190","3483","Lark, State & Willet Sts.","nr. Washington Park",NA,"Albany","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1984
"191","3723","Lark, State & Willet Sts.","(nr. Washington Park)",NA,"Albany","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1985
"192","1945","Long Island Railroad Station & Bus Terminal",NA,NA,"Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1981
"193","3197","Long Island Railroad Station & Bus Terminal","(AYOR)",NA,"Hempstead","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1982
"194","3476","Long Island Railroad Station & Bus Terminal",NA,NA,"Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"195","3541","Long Island Railroad Station & Bus Terminal",NA,NA,"Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"196","3793","Long Island Railroad Station & Bus Terminal",NA,NA,"Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"197","3474","Manhattan Square Park","(AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"198","3778","Manhattan Square Park","(Note: All should be visited strictly AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"199","3812","Manhattan Square Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"200","3352","Night Shift","(Theatre) (AYOR)","777 8th Ave. at 48th St.","Midtown","NY","(AYOR)","Theatre","Verified Location",1982
"201","3950","Subway Station",NA,NA,"Midtown","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"202","2128","Subway Stations",NA,NA,"Midtown","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1981
"203","3374","Subway Stations","(AYOR)",NA,"Midtown","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1982
"204","3671","Subway Stations",NA,NA,"Midtown","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1983
"205","3716","Subway Stations",NA,NA,"Midtown","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1984
"206","3497","Syracuse U.","(Maxwell Hall - downstairs T-Room) (AYOR)",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"207","3802","Syracuse U.","(downstairs T-Room) (Maxwell Hall)",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"208","3833","Syracuse U.","Maxwell Hall - downstairs T-Room",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"209","4068","Syracuse U.","(Maxwell Hall downstairs T-Room)",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"210","3847","Valley View Park","off Utica Parkway",NA,"Utica","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"211","4082","Valley View Park off Utica Pkwy.",NA,NA,"Utica","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"212","3486","Washington Park",NA,NA,"Albany","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"213","3726","Washington Park","(by lake & tennis courts)",NA,"Albany","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"214","3473","Washington Square Park","(Court at Clinton) (AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"215","3779","Washington Square Park","Court at Clinton (Note: All should be visited strictly AYOR)",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"216","3813","Washington Square Park","Court at Clinton",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"217","1919","Woodlawn Beach",NA,"Lakeshore Rd.","Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1981
"218","3172","Woodlawn Beach","(Lakeshore Rd.) (AYOR)",NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1982
"219","3450","Woodlawn Beach",NA,"Lakeshore Rd.","Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1983
"220","3519","Woodlawn Beach","Lakeshore Rd.",NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1984
"221","3765","Woodlawn Beach",NA,"Lakeshore Rd.","Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1985
"222","NY034","Mr. Goodbar","(Very M) (Disco) (Best around bar)","1110 Elmwood Ave.","Buffalo","NY","(M),(D),(AYOR)","Bars/Clubs","Google Verified Location",1980
"223","NY049","Woodlawn Beach","Lakeshore Rd.",NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"224","NY2679","Out of This World","(Supposedly re-opned, inquire locally)",NA,"East Hampton","NY",NA,"Bars/Clubs","Location could not be verified. General city or location coordinates used.",1971
"225","NY2682","Bat Cave","(Inquire locally)",NA,"Fire Island","NY",NA,"Bars/Clubs","Verified Location",1971
"226","NY411","Anvil","(Disco) ('Back room') at 11th Ave.","500 W. 14th","Greenwich Village","NY","(P),(D),(RT),(AYOR)","Bars/Clubs","Google Verified Location",1980
"227","NY568","Bank St. Piers","(Extremely dangerous- murders, muggings, punk kids in cars attacking single gays)",NA,"Greenwich Village","NY","(AYOR),Cruisy Area","Cruising Areas","Location could not be verified. General city or location coordinates used.",1979
"228","NY941","Bank St. Piers","(Extremely dangerous- murders, beatings, muggings, etc.)",NA,"Greenwich Village","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1978
"229","NY1248","Make Believe Ballroom","Inquire locally",NA,"Greenwich Village","NY","(M),(E),(R)","Restaurant","Location could not be verified. General city or location coordinates used.",1977
"230","NY1287","Bank Street Piers","(Extremely dangerous- murders, beatings, muggings, etc. AYOR)",NA,"Greenwich Village","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1977
"231","NY1806","Kooky's",NA,"149 W. 14th St.","Greenwich Village","NY","(RT),(G),(D),(*),(AYOR)","Bars/Clubs","Google Verified Location",1975
"232","NY067","Long Island Railroad Station & Bus Terminal",NA,NA,"Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"233","NY471","Long Island Railroad Station & Bus Terminal",NA,NA,"Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1979
"234","NY863","Long Island R.R. Station & Bus Terminal",NA,NA,"Hempstead","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1978
"235","NY1189","Long Island Rail Road Station and Bus Terminal",NA,NA,"Hempstead","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1977
"236","NY1538","L.I. Railroad Station","(HOT)",NA,"Hempstead","NY","Cruisy Area,(HOT)","Cruising Areas","Verified Location",1976
"237","NY2893","Club Baths","(inquire locally)",NA,"Manhattan","NY",NA,"Baths","Verified Location",1970
"238","NY2919","Sebastian","(inquire locally)",NA,"Manhattan","NY","(R)","Restaurant","Location could not be verified. General city or location coordinates used.",1970
"239","NY3026","Mystique","(moving soon-inquire locally for new address)","256 E 49th St.","Manhattan","NY","(P),(D),(PE),(*)","Bars/Clubs","Google Verified Location",1969
"240","NY233","Subway Stations",NA,NA,"Midtown","NY","(AYOR),Cruisy Area","Cruising Areas","Location could not be verified. General city or location coordinates used.",1980
"241","NY595","David All Male Cinema","(use lounge- AYOR)","28 W. 55th St.","Midtown","NY","(AYOR)","Theatre","Google Verified Location",1979
"242","NY638","Subway Stations",NA,NA,"Midtown","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1979
"243","NY997","Subway Stations",NA,NA,"Midtown","NY","(AYOR),Cruisy Area","Cruising Areas","Location could not be verified. General city or location coordinates used.",1978
"244","NY1353","Manhattan Subway Stations",NA,NA,"Midtown","NY","(AYOR),Cruisy Area","Cruising Areas","Location could not be verified. General city or location coordinates used.",1977
"245","NY2454","Fife & Drum","Inquire locally",NA,"Plattsburg","NY",NA,"Bars/Clubs","Verified Location",1973
"246","NY2642","Fife & Drum","Inquire locally",NA,"Plattsburg","NY",NA,"Bars/Clubs","Verified Location",1972
"247","NY304","'Vaseline Alley'","37th Rd. by foot or car",NA,"Queens","NY","Cruisy Area,(AYOR)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1980
"248","NY710","'Vaseline Alley'","37th Rd. by foot or car (HOT)",NA,"Queens","NY","Cruisy Area,(HOT)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1979
"249","NY1056","'Vaseline Alley'","37th Rd. by foot or car (HOT)",NA,"Queens","NY","Cruisy Area,(HOT)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1978
"250","NY1415","'Vaseline Alley'","37th Rd.- by car or foot (HOT)",NA,"Queens","NY","Cruisy Area,(HOT)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1977
"251","NY1945","'Vaseline Alley'","by car or foot 37th Rd. (HOT!)",NA,"Queens","NY","Cruisy Area,(HOT)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1975
"252","NY2228","'Vaseline Alley'","by car or walking- 37th Rd. (Hot!)",NA,"Queens","NY","Cruisy Area,(HOT)","Cruising Areas","Location could not be verified. General city or location coordinates used.",1974
"253","NY338","Broad St. Bridge",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"254","NY339","Durand-Eastman Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"255","NY340","Genesee Valley Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"256","NY341","Washington Square Park","Court at Clinton",NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"257","NY747","Broad St. Bridge",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1979
"258","NY748","Durand-Eastman Park",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1979
"259","NY749","Genessee Valley Park",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1979
"260","NY750","Washington Square Park","Court at Clinton",NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1979
"261","NY1082","Broad St. Bridge",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1978
"262","NY1083","Court & South Sts.",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1978
"263","NY1084","Durand- Eastman Park",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1978
"264","NY1085","Genessee Valley Park",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1978
"265","NY1444","Broad St. Bridge",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1977
"266","NY1445","Court & South Sts.",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1977
"267","NY1446","Durand- Eastman Park",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1977
"268","NY1447","Genesee Valley Park",NA,NA,"Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas","Verified Location",1977
"269","NY1682","Broad St. Bridge","(HOT)",NA,"Rochester","NY","Cruisy Area,(HOT)","Cruising Areas","Verified Location",1976
"270","NY1683","Court & South Sts.","(HOT)",NA,"Rochester","NY","Cruisy Area,(HOT)","Cruising Areas","Verified Location",1976
"271","NY1684","Durand- Eastman Park","(HOT)",NA,"Rochester","NY","Cruisy Area,(HOT)","Cruising Areas","Verified Location",1976
"272","NY1685","Gennessee Valley Park","(HOT)",NA,"Rochester","NY","Cruisy Area,(HOT)","Cruising Areas","Verified Location",1976
"273","NY1970","Broad St. Bridge","(HOT)",NA,"Rochester","NY","Cruisy Area,(HOT)","Cruising Areas","Verified Location",1975
"274","NY361","Jefferson-Clinton Hotel Bar","(Downstairs T-Room is AYOR) Jefferson & Clinton",NA,"Syracuse","NY","(M),(OC),(AYOR)","Bars/Clubs,Hotel","Verified Location",1980
"275","NY371","Columbus Circle","'Fuzz' posing as hustlers",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1980
"276","NY766","Jefferson-Clinton Hotel Bar","(Downstairs T-Room is HOT-AYOR) Jefferson & Clinton",NA,"Syracuse","NY","(M),(OC),(H),(AYOR)","Bars/Clubs,Hotel","Verified Location",1979
"277","NY771","Columbus Circle","'Fuzz' posing as 'Hustlers'",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1979
"278","NY1102","Columbus Circle","'Fuzz' posing as hustlers",NA,"Syracuse","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1978
"279","NY1464","Columbus Circle","'Fuzz' posing as hustlers",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1977
"280","NY266","Central Park- Bethesda Fountain",NA,NA,"Uptown","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1980
"281","NY675","Central Park","Bethesda Fountain",NA,"Uptown","NY","(AYOR),Cruisy Area","Cruising Areas","Verified Location",1979
"282","NY1026","Central Park- Bethesda Fountain",NA,NA,"Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1978
"283","NY1389","Central Park- Bethesda Fountain","(AYOR)",NA,"Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas","Verified Location",1977
